ProviderNumber String,HospitalName String,City String,State String,ZIPCode str,CountyName String,PhoneNumber String,HospitalType String,HospitalOwner String,EmergencyService String,Condition String,MeasureCode String,MeasureName String,Sample String,StateAvg String
10007,,OPP,AL,,,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,63 patients,AL_PN-7
10007,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,11 patients,AL_SCIP-CARD-2
10007,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,101 patients,AL_SCIP-INF-1
10007,,OPP,AL,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-2,,101 patients,AL_SCIP-INF-2
10007,,OPP,AL,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100 patients,AL_SCIP-INF-3
10007,MIZELL MEMORIAL HOSPITAL,OPP,AL,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
10007,MIZELL MEMORIAL HOSPITAL,OPP,,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),123 patients,AL_SCIP-INF-6
,MIZELL MEMORIAL HOSPITAL,OPP,,36467.0,COVINGTON,3344933541.0,Acute Care Hospitals,Voluntary non-profit - Private,No,Surgical Infection Prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,77 patients,AL_SCIP-VTE-1
10007,MIZELL MEMORIAL HOSPITAL,OPP,AL,,COVINGTON,,Acute Care Hospitals,Voluntary non-profit - Private,,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,76 patients,AL_SCIP-VTE-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,,AL_AMI-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,AL_AMI-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,AL_AMI-3
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,0 patients,AL_AMI-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,1 patients,AL_AMI-5
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,,Government - Federal,,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,AL_AMI-7A
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AL_AMI-8A
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,26 patients,AL_HF-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,,Acute Care Hospitals,Government - Federal,Yes,,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,39 patients,AL_HF-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,,Government - Federal,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),8 patients,AL_HF-3
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,5 patients,AL_HF-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-2,,16 patients,AL_PN-2
,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,,,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,,Pneumonia,,,15 patients,AL_PN-3B
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,9 patients,AL_PN-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,,,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,21 patients,AL_PN-5C
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,,Yes,Pneumonia,,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),21 patients,AL_PN-6
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Pneumonia,PN-7,,,
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,,Surgical Infection Prevention,SCIP-CARD-2,,1 patients,AL_SCIP-CARD-2
10008,CRENSHAW COMMUNITY HOSPITAL,,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,2 patients,AL_SCIP-INF-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,,36049.0,CRENSHAW,3343353374.0,,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,2 patients,AL_SCIP-INF-2
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),2 patients,AL_SCIP-INF-3
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),4 patients,AL_SCIP-INF-6
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,AL,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,4 patients,AL_SCIP-VTE-1
10008,CRENSHAW COMMUNITY HOSPITAL,LUVERNE,,36049.0,CRENSHAW,3343353374.0,Acute Care Hospitals,Government - Federal,,Surgical Infection Prevention,SCIP-VTE-2,,4 patients,AL_SCIP-VTE-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,,,MORGAN,2567736511.0,,Proprietary,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,6 patients,AL_AMI-1
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,AL_AMI-2
10009,,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,,,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),1 patients,AL_AMI-3
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2 patients,AL_AMI-4
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,3 patients,
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,AL_AMI-7A
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AL_AMI-8A
10009,,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,35 patients,AL_HF-1
10009,HARTSELLE MEDICAL CENTER,,AL,35640.0,,2567736511.0,Acute Care Hospitals,Proprietary,Yes,,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,42 patients,AL_HF-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,,,HF-3,,10 patients,AL_HF-3
10009,HARTSELLE MEDICAL CENTER,,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,12 patients,
,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,,MORGAN,,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,44 patients,AL_PN-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,30 patients,AL_PN-3B
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,25 patients,AL_PN-4
10009,,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,51 patients,AL_PN-5C
10009,HARTSELLE MEDICAL CENTER,,,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-6,,45 patients,AL_PN-6
10009,HARTSELLE MEDICAL CENTER,,AL,,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,30 patients,AL_PN-7
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,3 patients,AL_SCIP-CARD-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,6 patients,AL_SCIP-INF-1
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,7 patients,AL_SCIP-INF-2
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),5 patients,AL_SCIP-INF-3
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),11 patients,AL_SCIP-INF-6
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,9 patients,
10009,HARTSELLE MEDICAL CENTER,HARTSELLE,AL,35640.0,MORGAN,2567736511.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,9 patients,AL_SCIP-VTE-2
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,,,,Heart Attack Patients Given Aspirin at Arrival,8 patients,AL_AMI-1
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,6 patients,AL_AMI-2
10010,,GUNTERSVILLE,AL,35976.0,,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,,,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),2 patients,AL_AMI-3
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,2 patients,AL_AMI-4
,,,AL,,,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,,AL_AMI-5
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,AL_AMI-7A
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,AL_AMI-8A
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,HF-1,Heart Failure Patients Given Discharge Instructions,55 patients,AL_HF-1
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,80 patients,
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),27 patients,AL_HF-3
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,10 patients,AL_HF-4
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,,,128 patients,AL_PN-2
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,115 patients,
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,,35976.0,,2565718000.0,,Government - Hospital District or Authority,,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,65 patients,AL_PN-4
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,158 patients,AL_PN-5C
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),133 patients,AL_PN-6
,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,,,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,,101 patients,AL_PN-7
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,AL_SCIP-CARD-2
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,66 patients,AL_SCIP-INF-1
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,64 patients,AL_SCIP-INF-2
10010,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,,Government - Hospital District or Authority,Yes,,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),63 patients,AL_SCIP-INF-3
10010,MARSHALL MEDICAL CENTER NORTH,,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,AL_SCIP-INF-4
,MARSHALL MEDICAL CENTER NORTH,GUNTERSVILLE,AL,35976.0,MARSHALL,2565718000.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),155 patients,AL_SCIP-INF-6
